object_id,name,value
041f351ad449f105cd1fa747a237edc449988c9f,Perimeter,2139.999879107534
041f351ad449f105cd1fa747a237edc449988c9f,Name,Forberedt for rørpost
04d49208b4c9fe808f45c21ad9cd5f59b38fd79e,WBS_L.3-Building,B24
04d49208b4c9fe808f45c21ad9cd5f59b38fd79e,WBS_L.4-Level,L02
04d49208b4c9fe808f45c21ad9cd5f59b38fd79e,Perimeter,7118.9999999921265
04d49208b4c9fe808f45c21ad9cd5f59b38fd79e,Name,"Toilet/bad, personale"
04dab0e8319bb6ed3486b685131bc00c77ab4ab0,WBS_L.3-Building,B24
04dab0e8319bb6ed3486b685131bc00c77ab4ab0,WBS_L.4-Level,L03
04dab0e8319bb6ed3486b685131bc00c77ab4ab0,Perimeter,22567.312065523303
04dab0e8319bb6ed3486b685131bc00c77ab4ab0,Name,Uren zone
0506e11fa93c7b3b2864d9d93383ec88aca879f1,WBS_L.3-Building,B24
0506e11fa93c7b3b2864d9d93383ec88aca879f1,WBS_L.4-Level,L00
0506e11fa93c7b3b2864d9d93383ec88aca879f1,Perimeter,5668.000000003771
0506e11fa93c7b3b2864d9d93383ec88aca879f1,Name,Toilet
0508619765c866c6757ae75c7c33d5a6c0614f36,WBS_L.3-Building,B22
0508619765c866c6757ae75c7c33d5a6c0614f36,WBS_L.4-Level,L00
0508619765c866c6757ae75c7c33d5a6c0614f36,Perimeter,9230.000000037508
0508619765c866c6757ae75c7c33d5a6c0614f36,Name,Depot
052a87709bdbf0240878f79ddc2b51f0d96cda08,WBS_L.3-Building,B20
052a87709bdbf0240878f79ddc2b51f0d96cda08,WBS_L.4-Level,L04
052a87709bdbf0240878f79ddc2b51f0d96cda08,Perimeter,9686.999993481588
052a87709bdbf0240878f79ddc2b51f0d96cda08,Name,Rengøringsrum
052aa67be008716e3517785eb6383aa8087e4633,WBS_L.3-Building,B22
052aa67be008716e3517785eb6383aa8087e4633,WBS_L.4-Level,L03
052aa67be008716e3517785eb6383aa8087e4633,Perimeter,24204.999888168888
052aa67be008716e3517785eb6383aa8087e4633,Name,Patientstue
053280f61a082c78c5bf8a972a1c8d20ecf1af66,WBS_L.3-Building,B20
053280f61a082c78c5bf8a972a1c8d20ecf1af66,WBS_L.4-Level,L02
053280f61a082c78c5bf8a972a1c8d20ecf1af66,Perimeter,23274.455644103622
053280f61a082c78c5bf8a972a1c8d20ecf1af66,Name,Teknikrum
0538289e5fe14530f87542c73aa4478c1f35fb27,WBS_L.3-Building,B22
0538289e5fe14530f87542c73aa4478c1f35fb27,WBS_L.4-Level,L01
0538289e5fe14530f87542c73aa4478c1f35fb27,Perimeter,19265.004058130748
0538289e5fe14530f87542c73aa4478c1f35fb27,Name,Depot
05385ac36050800803870e0da49152c71f99a423,WBS_L.3-Building,B22
05385ac36050800803870e0da49152c71f99a423,WBS_L.4-Level,L04
05385ac36050800803870e0da49152c71f99a423,Perimeter,23851.72081648052
05385ac36050800803870e0da49152c71f99a423,Name,Patientstue
056ce095ddd66b9c0ed6690c55b6b4b35f422eca,WBS_L.3-Building,B24
056ce095ddd66b9c0ed6690c55b6b4b35f422eca,WBS_L.4-Level,L00
056ce095ddd66b9c0ed6690c55b6b4b35f422eca,Perimeter,7649.99999808538
056ce095ddd66b9c0ed6690c55b6b4b35f422eca,Name,Omklædning
057c0542959557f3da723651b1a7696000257954,WBS_L.3-Building,B20
057c0542959557f3da723651b1a7696000257954,WBS_L.4-Level,L04
057c0542959557f3da723651b1a7696000257954,Perimeter,9449.999999999618
057c0542959557f3da723651b1a7696000257954,Name,Toilet/bad
058439c12498225fbf93deb876cce83daa4c70bc,WBS_L.3-Building,B20
058439c12498225fbf93deb876cce83daa4c70bc,WBS_L.4-Level,L03
058439c12498225fbf93deb876cce83daa4c70bc,Perimeter,12299.883412655206
058439c12498225fbf93deb876cce83daa4c70bc,Name,Elevator
059b7118b11d4d835cf11d5ee1481ef9167895c0,WBS_L.3-Building,B20
059b7118b11d4d835cf11d5ee1481ef9167895c0,WBS_L.4-Level,L03
059b7118b11d4d835cf11d5ee1481ef9167895c0,Perimeter,9483.999999999784
059b7118b11d4d835cf11d5ee1481ef9167895c0,Name,Toilet
062321afc40632eeb387ca7d7493ce96927d1255,WBS_L.3-Building,B22
062321afc40632eeb387ca7d7493ce96927d1255,WBS_L.4-Level,L04
062321afc40632eeb387ca7d7493ce96927d1255,Perimeter,9459.99999999764
062321afc40632eeb387ca7d7493ce96927d1255,Name,Toilet/bad
0636a650be5e5eb29fadffc43330ffb5ebf98ac5,WBS_L.3-Building,B22
0636a650be5e5eb29fadffc43330ffb5ebf98ac5,WBS_L.4-Level,L03
0636a650be5e5eb29fadffc43330ffb5ebf98ac5,Perimeter,9459.99999999972
0636a650be5e5eb29fadffc43330ffb5ebf98ac5,Name,Toilet/bad
0641448c692225379e2ca1178a70356f9aab5f56,WBS_L.3-Building,B22
0641448c692225379e2ca1178a70356f9aab5f56,WBS_L.4-Level,L03
0641448c692225379e2ca1178a70356f9aab5f56,Perimeter,11053.799998295826
0641448c692225379e2ca1178a70356f9aab5f56,Name,Afsnitskøkken
067c9108407d8119637ed1865334947d07a10de4,WBS_L.3-Building,B24
067c9108407d8119637ed1865334947d07a10de4,WBS_L.4-Level,L03
067c9108407d8119637ed1865334947d07a10de4,Perimeter,21057.00000881493
067c9108407d8119637ed1865334947d07a10de4,Name,"Kontor, Storrum"
0699c7c8e81ba349114edee4cfa65132c49ce287,WBS_L.3-Building,B22
0699c7c8e81ba349114edee4cfa65132c49ce287,WBS_L.4-Level,L03
0699c7c8e81ba349114edee4cfa65132c49ce287,Perimeter,30260.000246088795
0699c7c8e81ba349114edee4cfa65132c49ce287,Name,Patientstue
075aadbdc6e5b007f57bcbc7b41fe9615eb23983,WBS_L.3-Building,B24
075aadbdc6e5b007f57bcbc7b41fe9615eb23983,WBS_L.4-Level,L04
075aadbdc6e5b007f57bcbc7b41fe9615eb23983,Perimeter,0
075aadbdc6e5b007f57bcbc7b41fe9615eb23983,Name,"Niche, Overvågning"
077529826b50a897c18b096a2754744fe821a759,WBS_L.3-Building,B24
077529826b50a897c18b096a2754744fe821a759,WBS_L.4-Level,L03
077529826b50a897c18b096a2754744fe821a759,Perimeter,9459.999999999027
077529826b50a897c18b096a2754744fe821a759,Name,Toilet/bad
07849bb1eeba3d29c0f60dadd23419f713e714a2,WBS_L.3-Building,B20
07849bb1eeba3d29c0f60dadd23419f713e714a2,WBS_L.4-Level,L04
07849bb1eeba3d29c0f60dadd23419f713e714a2,Perimeter,9459.999999999514
07849bb1eeba3d29c0f60dadd23419f713e714a2,Name,Toilet/bad
079ee89bb1d0cefbd61c7194ae1d5f132e9f0160,WBS_L.3-Building,B20
079ee89bb1d0cefbd61c7194ae1d5f132e9f0160,WBS_L.4-Level,L02
079ee89bb1d0cefbd61c7194ae1d5f132e9f0160,Perimeter,16321.115442773287
079ee89bb1d0cefbd61c7194ae1d5f132e9f0160,Name,Uren zone
07ab2346eab1c55961ae81211211e5a5035119cf,WBS_L.3-Building,B22
07ab2346eab1c55961ae81211211e5a5035119cf,WBS_L.4-Level,L00
07ab2346eab1c55961ae81211211e5a5035119cf,Perimeter,5506.9997522599915
07ab2346eab1c55961ae81211211e5a5035119cf,Name,Hjertestarter
07e4da7b197f1bc4cdd84a9735fef0bb8ea2fe36,WBS_L.3-Building,B24
07e4da7b197f1bc4cdd84a9735fef0bb8ea2fe36,WBS_L.4-Level,L03
07e4da7b197f1bc4cdd84a9735fef0bb8ea2fe36,Perimeter,24205.000071633745
07e4da7b197f1bc4cdd84a9735fef0bb8ea2fe36,Name,Patientstue
08211222be04286db9551a3240fc62b86a61ef2a,WBS_L.3-Building,B24
08211222be04286db9551a3240fc62b86a61ef2a,WBS_L.4-Level,L02
08211222be04286db9551a3240fc62b86a61ef2a,Perimeter,12619.600059098078
08211222be04286db9551a3240fc62b86a61ef2a,Name,Uniformer
082816eb1d0e82a986d148e5de78879ccf513be0,WBS_L.3-Building,B24
082816eb1d0e82a986d148e5de78879ccf513be0,WBS_L.4-Level,L03
082816eb1d0e82a986d148e5de78879ccf513be0,Perimeter,9459.9999999982
082816eb1d0e82a986d148e5de78879ccf513be0,Name,Toilet/bad
08b65343e959162e693e89d910f30dda8cb4dab1,WBS_L.3-Building,B24
08b65343e959162e693e89d910f30dda8cb4dab1,WBS_L.4-Level,L03
08b65343e959162e693e89d910f30dda8cb4dab1,Perimeter,9459.999999999027
08b65343e959162e693e89d910f30dda8cb4dab1,Name,Toilet/bad
08d22d943a1cb2bf977bff596f45582be2a45fbb,WBS_L.3-Building,B24
08d22d943a1cb2bf977bff596f45582be2a45fbb,WBS_L.4-Level,L01
08d22d943a1cb2bf977bff596f45582be2a45fbb,Perimeter,7280.000001131319
08d22d943a1cb2bf977bff596f45582be2a45fbb,Name,Omklædning
08d48e2160c999a84c03016b011f3d1372bd5dfe,WBS_L.3-Building,B24
08d48e2160c999a84c03016b011f3d1372bd5dfe,WBS_L.4-Level,L04
08d48e2160c999a84c03016b011f3d1372bd5dfe,Perimeter,23953.803696298546
08d48e2160c999a84c03016b011f3d1372bd5dfe,Name,Patientstue
08e6a1bf9b7a299f20dafb87c446c6868a6758f7,WBS_L.3-Building,B22
08e6a1bf9b7a299f20dafb87c446c6868a6758f7,WBS_L.4-Level,L04
08e6a1bf9b7a299f20dafb87c446c6868a6758f7,Perimeter,25890.00011525515
08e6a1bf9b7a299f20dafb87c446c6868a6758f7,Name,Reception
091ed968f9e21cc092d41bc6248f87d5c09b4874,WBS_L.3-Building,B22
091ed968f9e21cc092d41bc6248f87d5c09b4874,WBS_L.4-Level,L02
091ed968f9e21cc092d41bc6248f87d5c09b4874,Perimeter,21032.00422021
091ed968f9e21cc092d41bc6248f87d5c09b4874,Name,Ren zone
093c1f5e9f98bd2cf89ab75de716d3032cb1a56e,WBS_L.3-Building,B22
093c1f5e9f98bd2cf89ab75de716d3032cb1a56e,WBS_L.4-Level,L00
093c1f5e9f98bd2cf89ab75de716d3032cb1a56e,Perimeter,11910.00000000086
093c1f5e9f98bd2cf89ab75de716d3032cb1a56e,Name,Ren zone
09b79165779e51fb34deb5cddd8ee6e43c52e177,WBS_L.3-Building,B20
09b79165779e51fb34deb5cddd8ee6e43c52e177,WBS_L.4-Level,L00
09b79165779e51fb34deb5cddd8ee6e43c52e177,Perimeter,2139.9410245571917
09b79165779e51fb34deb5cddd8ee6e43c52e177,Name,Forberedt for rørpost
0aca707ec11755506110286b02e9c297593cca62,WBS_L.3-Building,B24
0aca707ec11755506110286b02e9c297593cca62,WBS_L.4-Level,L00
0aca707ec11755506110286b02e9c297593cca62,Perimeter,0
0aca707ec11755506110286b02e9c297593cca62,Name,Skakt EL
0b021c76a7b9407e6eede1b356476741d0c3c69b,WBS_L.3-Building,B20
0b021c76a7b9407e6eede1b356476741d0c3c69b,WBS_L.4-Level,L03
0b021c76a7b9407e6eede1b356476741d0c3c69b,Perimeter,9450.000000002668
0b021c76a7b9407e6eede1b356476741d0c3c69b,Name,Toilet/bad
0b045385702d577b545133f088c0a90480338573,WBS_L.3-Building,B20
0b045385702d577b545133f088c0a90480338573,WBS_L.4-Level,L01
0b045385702d577b545133f088c0a90480338573,Perimeter,25201.03937398759
0b045385702d577b545133f088c0a90480338573,Name,Skakt VVS
0b0d58423ead91872cf1b05dc394146c346d6bbf,WBS_L.3-Building,B20
0b0d58423ead91872cf1b05dc394146c346d6bbf,WBS_L.4-Level,L04
0b0d58423ead91872cf1b05dc394146c346d6bbf,Perimeter,24090.000009460557
0b0d58423ead91872cf1b05dc394146c346d6bbf,Name,Patientstue
0b267b27171909463bff96a4a7a61bf74d5bf3a0,WBS_L.3-Building,B20
0b267b27171909463bff96a4a7a61bf74d5bf3a0,WBS_L.4-Level,L03
0b267b27171909463bff96a4a7a61bf74d5bf3a0,Perimeter,2139.9410245571917
0b267b27171909463bff96a4a7a61bf74d5bf3a0,Name,Forberedelse
0b46a95851ba7d24a6d502bb5b236b1c8b647a77,WBS_L.3-Building,B24
0b46a95851ba7d24a6d502bb5b236b1c8b647a77,WBS_L.4-Level,L00
0b46a95851ba7d24a6d502bb5b236b1c8b647a77,Perimeter,5966.000006532266
0b46a95851ba7d24a6d502bb5b236b1c8b647a77,Name,Toilet
0b4b21c280f5fead2fa5c715d031d44643b87732,WBS_L.3-Building,B20
0b4b21c280f5fead2fa5c715d031d44643b87732,WBS_L.4-Level,L03
0b4b21c280f5fead2fa5c715d031d44643b87732,Perimeter,9449.999999999618
0b4b21c280f5fead2fa5c715d031d44643b87732,Name,Toilet/bad
0b5ff355e8f87bfe43556eb23508848f7dbfcfe2,WBS_L.3-Building,B24
0b5ff355e8f87bfe43556eb23508848f7dbfcfe2,WBS_L.4-Level,L02
0b5ff355e8f87bfe43556eb23508848f7dbfcfe2,Perimeter,21240.000000002656
0b5ff355e8f87bfe43556eb23508848f7dbfcfe2,Name,Vagtværelse
0b7af1d8aa881cbc91aa46a0558f9c3879dcc3d8,WBS_L.3-Building,B22
0b7af1d8aa881cbc91aa46a0558f9c3879dcc3d8,WBS_L.4-Level,L00
0b7af1d8aa881cbc91aa46a0558f9c3879dcc3d8,Perimeter,128020.00021509248
0b7af1d8aa881cbc91aa46a0558f9c3879dcc3d8,Name,Korridor
0b82234710d6ba84235e04b61e11aa3b71a8ce49,WBS_L.3-Building,B24
0b82234710d6ba84235e04b61e11aa3b71a8ce49,WBS_L.4-Level,L03
0b82234710d6ba84235e04b61e11aa3b71a8ce49,Perimeter,9459.99999999896
0b82234710d6ba84235e04b61e11aa3b71a8ce49,Name,Toilet/bad
0b974f0f7da78df9a373b9a2f603cbc38ef4bf90,WBS_L.3-Building,B24
0b974f0f7da78df9a373b9a2f603cbc38ef4bf90,WBS_L.4-Level,L02
0b974f0f7da78df9a373b9a2f603cbc38ef4bf90,Perimeter,21034.964986181134
0b974f0f7da78df9a373b9a2f603cbc38ef4bf90,Name,Ren zone
0b996ac8f7d497612321024e627b574955d05374,WBS_L.3-Building,B20
0b996ac8f7d497612321024e627b574955d05374,WBS_L.4-Level,L03
0b996ac8f7d497612321024e627b574955d05374,Perimeter,27419.99999746329
0b996ac8f7d497612321024e627b574955d05374,Name,Teamrum
0ba61673ff9d54c0327a48771afd5087665f68c9,WBS_L.3-Building,B22
0ba61673ff9d54c0327a48771afd5087665f68c9,WBS_L.4-Level,L03
0ba61673ff9d54c0327a48771afd5087665f68c9,Perimeter,9449.999999999618
0ba61673ff9d54c0327a48771afd5087665f68c9,Name,Toilet/bad
0bdf1d98156487f55018b3ff013c3130fe78b5cd,WBS_L.3-Building,B22
0bdf1d98156487f55018b3ff013c3130fe78b5cd,WBS_L.4-Level,L03
0bdf1d98156487f55018b3ff013c3130fe78b5cd,Perimeter,26384.0001218861
0bdf1d98156487f55018b3ff013c3130fe78b5cd,Name,Trappe
0c380cbd9c2791f2badfef01a35f1a6c9db1941f,WBS_L.3-Building,B22
0c380cbd9c2791f2badfef01a35f1a6c9db1941f,WBS_L.4-Level,L00
0c380cbd9c2791f2badfef01a35f1a6c9db1941f,Perimeter,67407.98324833327
0c380cbd9c2791f2badfef01a35f1a6c9db1941f,Name,Skakt VVS
0c45d0dbdd05bb8673d81d36ce0aafb253832170,WBS_L.3-Building,B20
0c45d0dbdd05bb8673d81d36ce0aafb253832170,WBS_L.4-Level,L00
0c45d0dbdd05bb8673d81d36ce0aafb253832170,Perimeter,16975.999978470474
0c45d0dbdd05bb8673d81d36ce0aafb253832170,Name,"Lederkontor, 2 pl."
0c52960bbf0011c8d33a947cc5d2dd25a107251e,WBS_L.3-Building,B22
0c52960bbf0011c8d33a947cc5d2dd25a107251e,WBS_L.4-Level,L00
0c52960bbf0011c8d33a947cc5d2dd25a107251e,Perimeter,4420.000006811044
0c52960bbf0011c8d33a947cc5d2dd25a107251e,Name,Niche
0cb549e6ea736415b9fc212b779aa185c4ce1d5b,WBS_L.3-Building,B24
0cb549e6ea736415b9fc212b779aa185c4ce1d5b,WBS_L.4-Level,L02
0cb549e6ea736415b9fc212b779aa185c4ce1d5b,Perimeter,21240.000000002794
0cb549e6ea736415b9fc212b779aa185c4ce1d5b,Name,Vagtværelse
0cc9a5b45878b8fb989e40961b75e3ed14c52d29,WBS_L.3-Building,B20
0cc9a5b45878b8fb989e40961b75e3ed14c52d29,WBS_L.4-Level,L01
0cc9a5b45878b8fb989e40961b75e3ed14c52d29,Perimeter,5829.600068958356
0cc9a5b45878b8fb989e40961b75e3ed14c52d29,Name,K-boks
0cce622186abfef04094a512cb571b9d551561ea,WBS_L.3-Building,B20
0cce622186abfef04094a512cb571b9d551561ea,WBS_L.4-Level,L03
0cce622186abfef04094a512cb571b9d551561ea,Perimeter,14744.999996339528
0cce622186abfef04094a512cb571b9d551561ea,Name,Depot
0cee0f3f627c9d65a3e00dab5e5197cf6f666b07,WBS_L.3-Building,B22
0cee0f3f627c9d65a3e00dab5e5197cf6f666b07,WBS_L.4-Level,L04
0cee0f3f627c9d65a3e00dab5e5197cf6f666b07,Perimeter,9459.99999999896
0cee0f3f627c9d65a3e00dab5e5197cf6f666b07,Name,Toilet/bad
0d0f2268b557d142e5be00b0c2aa38f6cde64088,WBS_L.3-Building,B22
0d0f2268b557d142e5be00b0c2aa38f6cde64088,WBS_L.4-Level,L04
0d0f2268b557d142e5be00b0c2aa38f6cde64088,Perimeter,19997.785292497247
0d0f2268b557d142e5be00b0c2aa38f6cde64088,Name,Kommunikationsrum
0d244eee22343f8331c72fa07a43cde38fb775d0,WBS_L.3-Building,B24
0d244eee22343f8331c72fa07a43cde38fb775d0,WBS_L.4-Level,L00
0d244eee22343f8331c72fa07a43cde38fb775d0,Perimeter,13759.999999999367
0d244eee22343f8331c72fa07a43cde38fb775d0,Name,Forrum
0d320f51a5734c3340e9ca27697b00ae2a958eec,WBS_L.3-Building,B24
0d320f51a5734c3340e9ca27697b00ae2a958eec,WBS_L.4-Level,L03
0d320f51a5734c3340e9ca27697b00ae2a958eec,Perimeter,24044.999986405935
0d320f51a5734c3340e9ca27697b00ae2a958eec,Name,Patientstue
0d6158910f2fa34e88030888f9d3b55268662d2b,WBS_L.3-Building,B22
0d6158910f2fa34e88030888f9d3b55268662d2b,WBS_L.4-Level,L01
0d6158910f2fa34e88030888f9d3b55268662d2b,Perimeter,12900.000000000186
0d6158910f2fa34e88030888f9d3b55268662d2b,Name,Elev.03
